,artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
2623,,,ICC_210e,Knights of the Frozen Throne,,,45489,,,,,,,,,enUS,,Ascended,Priest,,,Stats increased.,Enchantment,,,,
2624,,,ICC_031e,Knights of the Frozen Throne,,,42444,,,,,,,,,enUS,,Awooooo!,Neutral,,,This minion has increased Attack.,Enchantment,,,,
2625,,,ICCA05_002e,Knights of the Frozen Throne,,,43191,,,,,,,,,enUS,,Bitten!,Neutral,,,+2/+2. Can't be bitten again.,Enchantment,,,,
2626,,,ICC_028e,Knights of the Frozen Throne,,,46207,,,,,,,,,enUS,,Blessing of the Val'kyr,Neutral,,,+2 Health.,Enchantment,,,,
2627,,,ICCA09_001p,Knights of the Frozen Throne,,,43038,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA09_001p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA09_001p_premium.gif,enUS,,Blood Rune,Neutral,,,<b>Passive Hero Power</b>\nCan only take damage from weapons.,Hero Power,,,,
2628,,,ICCA05_001,Knights of the Frozen Throne,,,42862,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA05_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA05_001_premium.gif,enUS,,Blood-Queen Lana'thel,Neutral,,,,Hero,,,,
2629,,,ICC_903t,Knights of the Frozen Throne,,,45382,,,,,,,,,enUS,,Bloodthirst,Neutral,,,Increased stats.,Enchantment,,,,
2630,,,ICC_810e,Knights of the Frozen Throne,,,46534,,,,,,,,,enUS,,Bloodthirsty,Neutral,,,+2/+2 from Deathaxe Punisher.,Enchantment,,,,
2631,,,ICC_450e,Knights of the Frozen Throne,,,46000,,,,,,,,,enUS,,Bloodthirsty,Neutral,,,Increased stats.,Enchantment,,,,
2632,,,ICC_705e,Knights of the Frozen Throne,,,46212,,,,,,,,,enUS,,Bonemare's Boon,Neutral,,,+4/+4 and <b>Taunt</b>.,Enchantment,,,,
2633,,,ICC_837e,Knights of the Frozen Throne,,,45372,,,,,,,,,enUS,,Challenged,Neutral,,,Minion cost reduced by (2).,Enchantment,,,,
2634,,,ICC_094e,Knights of the Frozen Throne,,,42776,,,,,,,,,enUS,,Cleric's Blessing,Neutral,,,+1/+1.,Enchantment,,,,
2635,,,ICC_039e,Knights of the Frozen Throne,,,42468,,,,,,,,,enUS,,Convinced,Neutral,,,Stats changed to 3/3.,Enchantment,,,,
2636,,,ICC_827p,Knights of the Frozen Throne,,,43188,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_827p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_827p_premium.gif,enUS,,Death's Shadow,Rogue,,,"<b>Passive Hero Power</b>\nDuring your turn, add a 'Shadow Reflection' to your hand.",Hero Power,,,,
2637,,,ICCA09_002,Knights of the Frozen Throne,,,42386,,,,20.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA09_002.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA09_002_premium.gif,enUS,,Deathbringer Saurfang,Neutral,,,,Hero,,,,
2638,,,ICC_467e,Knights of the Frozen Throne,,,42393,,,,,,,,,enUS,[{'name': 'OneTurnEffect'}],Deathward,Neutral,,,<b>Immune</b> this turn.,Enchantment,,,,
2639,,,ICC_083e,Knights of the Frozen Throne,,,52778,,,,,,,,,enUS,,Dooooooomed!,Neutral,,,Costs (1) more.,Enchantment,,,,
2640,,,ICC_029e,Knights of the Frozen Throne,,,42441,,,,,,,,,enUS,,Dragonscales,Neutral,,,Attack increased.,Enchantment,,,,
2641,,,ICC_071e,Knights of the Frozen Throne,,,42734,,,,,,,,,enUS,,Dying Light,Paladin,,,Increased Attack.,Enchantment,,,,
2642,,,ICC_849e,Knights of the Frozen Throne,,,46099,,,,,,,,,enUS,,Embraced,Neutral,,,"At the start of the next turn, lose control of this minion.",Enchantment,,,,
2643,,,ICC_243e,Knights of the Frozen Throne,,,52779,,,,,,,,,enUS,,Exhumed,Neutral,,,Costs (2) less.,Enchantment,,,,
2644,,,ICC_904e,Knights of the Frozen Throne,,,45323,,,,,,,,,enUS,,Extra Calcium,Neutral,,,Increased stats.,Enchantment,,,,
2645,,,ICC_858e,Knights of the Frozen Throne,,,46580,,,,,,,,,enUS,,Fading Light,Paladin,,,Increased Attack.,Enchantment,,,,
2646,,,ICC_832e,Knights of the Frozen Throne,,,43185,,,,,,,,,enUS,[{'name': 'OneTurnEffect'}],Fangs,Neutral,,,+3 Attack this turn.,Enchantment,,,,
2647,,,ICC_093e,Knights of the Frozen Throne,,,42774,,,,,,,,,enUS,,Fresh Fish!,Neutral,,,<b>Spell Damage +1</b>.,Enchantment,,,,
2648,,,ICCA04_009p,Knights of the Frozen Throne,,,45627,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA04_009p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA04_009p_premium.gif,enUS,,Frost Breath,Neutral,,,"<b>Triggered Power</b>\nAt 20 Health, transforms all enemy minions into blocks of ice.",Hero Power,,,,
2649,,,ICCA04_010p,Knights of the Frozen Throne,,,45628,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA04_010p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA04_010p_premium.gif,enUS,,Frost Breath,Neutral,,,"<b>Triggered Power</b>\nAt 10 Health, transforms all enemy minions into blocks of ice.",Hero Power,,,,
2650,,,ICC_833e,Knights of the Frozen Throne,,,45608,,,,,,,,,enUS,[{'name': 'Aura'}],Frost Lich,Neutral,,,Your Elementals have <b>Lifesteal</b>.,Enchantment,,,,
2651,,,ICC_901e,Knights of the Frozen Throne,,,52777,,,,,,,,,enUS,,Frost Magics,Neutral,,,Your end of turn effects trigger twice.,Enchantment,,,,
2652,,,ICC_483e,Knights of the Frozen Throne,,,43018,,,,,,,,,enUS,,Frostmourne Enchantment,Neutral,,,,Enchantment,,,,
2653,,,ICC_056e,Knights of the Frozen Throne,,,42674,,,,,,,,,enUS,,Frozen Blood,Neutral,,,+3/+3.,Enchantment,,,,
2654,,,ICC_079e,Knights of the Frozen Throne,,,45625,,,,,,,,,enUS,[{'name': 'OneTurnEffect'}],Gnash,Druid,,Common,+3 Attack this turn.,Enchantment,,,,
2655,,,ICCA07_004e,Knights of the Frozen Throne,,,43073,,,,,,,,,enUS,,Grow,Neutral,,,The ooze is growing.,Enchantment,,,,
2656,,,ICC_047e,Knights of the Frozen Throne,,,43434,,,,,,,,,enUS,,Growth,Druid,,,+2/+2.,Enchantment,,,,
2657,,,ICC_833e2,Knights of the Frozen Throne,,,47440,,,,,,,,,enUS,[{'name': 'Lifesteal'}],Icy Veins,Neutral,,,Frost Lich Jaina is granting your Elementals <b>Lifesteal</b>.,Enchantment,,,,
2658,,,ICCA08_022e2,Knights of the Frozen Throne,,,46459,,,,,,,,,enUS,,Join the Ranks,Neutral,,,"When this dies, resummon it for your oponent.",Enchantment,,,,
2659,,,ICCA08_022e,Knights of the Frozen Throne,,,45646,,,,,,,,,enUS,,Join the Ranks Player Enchantment,Neutral,,,,Enchantment,,,,
2660,,,ICC_851e,Knights of the Frozen Throne,,,43456,,,,,,,,,enUS,,Keleseth's Blessing,Neutral,,,+1/+1.,Enchantment,,,,
2661,,,ICCA10_009,Knights of the Frozen Throne,,,45320,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA10_009.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA10_009_premium.gif,enUS,,Lady Deathwhisper,Neutral,,,,Hero,,,,
2662,,,ICC_221e,Knights of the Frozen Throne,,,42664,,,,,,,,,enUS,"[{'name': 'Lifesteal'}, {'name': 'OneTurnEffect'}]",Leeching Poison,Rogue,,,Has <b>Lifesteal</b> this turn.,Enchantment,,,,
2663,,,ICCA06_001,Knights of the Frozen Throne,,,42448,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA06_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA06_001_premium.gif,enUS,,Lord Marrowgar,Neutral,,,,Hero,,,,
2664,,,ICC_096e,Knights of the Frozen Throne,,,46211,,,,,,,,,enUS,,Me Bigger,Neutral,,,Increased stats.,Enchantment,,,,
2665,,,ICC_808e,Knights of the Frozen Throne,,,43024,,,,,,,,,enUS,,Might of Ner'ub,Druid,,,Increased Health.,Enchantment,,,,
2666,,,ICCA08_023e,Knights of the Frozen Throne,,,45653,,,,,,,,,enUS,,Plagued,Death Knight,,,1/1.,Enchantment,,,,
2667,,,ICCA07_001,Knights of the Frozen Throne,,,42877,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_001_premium.gif,enUS,,Professor Putricide,Neutral,,,,Hero,,,,
2668,,,ICCA07_001h2,Knights of the Frozen Throne,,,46532,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_001h2.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_001h2_premium.gif,enUS,,Professor Putricide,Neutral,,,,Hero,,,,
2669,,,ICCA07_001h3,Knights of the Frozen Throne,,,46533,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_001h3.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_001h3_premium.gif,enUS,,Professor Putricide,Neutral,,,,Hero,,,,
2670,,,ICC_257e,Knights of the Frozen Throne,,,45375,,,,,,,,,enUS,,Ready to Return,Neutral,,,<b>Deathrattle:</b> Resummon this minion.,Enchantment,,,,
2671,,,ICC_244e,Knights of the Frozen Throne,,,42823,,,,,,,,,enUS,,Redeemed,Paladin,,,<b>Deathrattle:</b> Return this to life with 1 Health.,Enchantment,,,,
2672,,,ICC_240e,Knights of the Frozen Throne,,,46044,,,,,,,,,enUS,,Resilient Weapon,Rogue,,,No durability loss.,Enchantment,,,,
2673,,,ICC_850e,Knights of the Frozen Throne,,,45716,,,,,,,,,enUS,[{'name': 'OneTurnEffect'}],Shaded,Rogue,,,<b>Immune</b> this turn.,Enchantment,,,,
2674,,,ICC_235e,Knights of the Frozen Throne,,,42803,,,,,,,,,enUS,,Shadow Essence,Neutral,,,Attack and Health set to 5.,Enchantment,,,,
2675,,,ICC_827e,Knights of the Frozen Throne,,,43390,,,,,,,,,enUS,,Shadow Reflection,Rogue,,,Always copy your last played card.,Enchantment,,,,
2676,,,ICCA04_001,Knights of the Frozen Throne,,,42433,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA04_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA04_001_premium.gif,enUS,,Sindragosa,Neutral,,,,Hero,,,,
2677,,,ICC_828e,Knights of the Frozen Throne,,,46120,,,,,,,,,enUS,,Stitched,Hunter,,,{0} and {1}.,Enchantment,,,,
2678,,,ICC_807e,Knights of the Frozen Throne,,,43023,,,,,,,,,enUS,,Strongshell,Neutral,,,+2/+2.,Enchantment,,,,
2679,,,ICC_852e,Knights of the Frozen Throne,,,46010,,,,,,,,,enUS,,Taldaram's Visage,Neutral,,,3/3.,Enchantment,,,,
2680,,,ICCA01_001,Knights of the Frozen Throne,,,42378,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA01_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA01_001_premium.gif,enUS,,The Lich King,Neutral,,,,Hero,,,,
2681,,,ICCA08_001,Knights of the Frozen Throne,,,42458,,,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA08_001.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA08_001_premium.gif,enUS,,The Lich King,Neutral,,,,Hero,,,,
2682,,,ICC_049e,Knights of the Frozen Throne,,,47570,,,,,,,,,enUS,,Toxic Arrow,Neutral,,,<b>Poisonous</b>,Enchantment,,,,
2683,,,ICC_314t1e,Knights of the Frozen Throne,,,46708,,,,,,,,,enUS,,Trapped Soul,Neutral,,,{0},Enchantment,,,,
2684,,,ICC_706e,Knights of the Frozen Throne,,,52776,,,,,,,,,enUS,,Unravelled,Neutral,,,Costs (2) more.,Enchantment,,,,
2685,,,ICC_841e,Knights of the Frozen Throne,,,47569,,,,,,,,,enUS,,Vampiric Bite,Neutral,,,Increased Attack.,Enchantment,,,,
2686,,,ICC_827e3,Knights of the Frozen Throne,,,45396,,,,,,,,,enUS,,Veil of Shadows,Rogue,,,<b>Stealth</b> until your next turn.,Enchantment,,,,
2687,,,ICC_092e,Knights of the Frozen Throne,,,42772,,,,,,,,,enUS,,Veteran's Favor,Neutral,,,+1 Attack.,Enchantment,,,,
2688,,,ICC_018e,Knights of the Frozen Throne,,,45884,,,,,,,,,enUS,,Witty Weaponplay,Rogue,,,Increased stats.,Enchantment,,,,
2689,,,ICC_047b,Knights of the Frozen Throne,,0.0,43436,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_047b.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_047b_premium.gif,enUS,,Decay,Druid,,,<b>Deathrattle:</b> Deal 3 damage to all minions.,Spell,,,,
2690,,,ICCA04_008p,Knights of the Frozen Throne,,0.0,43223,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA04_008p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA04_008p_premium.gif,enUS,[{'name': 'AIMustPlay'}],Frost Breath,Neutral,,,<b>Hero Power</b>\nPermanently <b>Freeze</b> all enemy minions.,Hero Power,,,,
2691,,,ICC_047a,Knights of the Frozen Throne,,0.0,43437,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_047a.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_047a_premium.gif,enUS,,Growth,Druid,,,<b>Deathrattle:</b> Give all minions +2/+2.,Spell,,,,
2692,,,ICCA08_032p,Knights of the Frozen Throne,,0.0,45700,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA08_032p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA08_032p_premium.gif,enUS,,Harvest of Souls,Neutral,,,<b>Passive Hero Power</b>\nYou are <b>Immune</b> if you control a Trapped Soul.,Hero Power,,,,
2693,,,ICCA07_002p,Knights of the Frozen Throne,,0.0,42876,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_002p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_002p_premium.gif,enUS,,Mad Science,Neutral,,,<b>Passive Hero Power</b>\nAll <b>Secrets</b> cost (0).,Hero Power,,,,
2694,,,ICCA07_003p,Knights of the Frozen Throne,,0.0,45641,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_003p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_003p_premium.gif,enUS,,Madder Science,Neutral,,,<b>Passive Hero Power</b>\nAll weapons cost (1).,Hero Power,,,,
2695,,,ICCA07_005p,Knights of the Frozen Throne,,0.0,45642,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_005p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_005p_premium.gif,enUS,[{'name': 'AIMustPlay'}],Maddest Science,Neutral,,,<b>Passive Hero Power</b>\nAll cards cost (5).\nBecause SCIENCE!,Hero Power,,,,
2696,,,ICCA08_030p,Knights of the Frozen Throne,,0.0,45698,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA08_030p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA08_030p_premium.gif,enUS,[{'name': 'AIMustPlay'}],Remorseless Winter,Death Knight,,,<b>Hero Power</b>\nDeal @ damage to the enemy hero. +1 Damage each time.,Hero Power,,,,
2697,,,ICC_832a,Knights of the Frozen Throne,,0.0,45303,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_832a.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_832a_premium.gif,enUS,,Scarab Plague,Druid,,,Summon two 1/5 Scarabs with <b>Taunt</b>.,Spell,,,,
2698,,,ICC_832pa,Knights of the Frozen Throne,,0.0,46050,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_832pa.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_832pa_premium.gif,enUS,,Scarab Shell,Druid,,,+3 Armor.,Spell,,,,
2699,,,ICC_827t,Knights of the Frozen Throne,,0.0,45724,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_827t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_827t_premium.gif,enUS,,Shadow Reflection,Rogue,,,"Each time you play a card, transform this into a copy of it.",Spell,,,,
2700,,,ICCA06_002p,Knights of the Frozen Throne,,0.0,42447,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA06_002p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA06_002p_premium.gif,enUS,,Skeletal Reconstruction,Neutral,,,<b>Hero Power</b>\nRestore your hero to full Health.,Hero Power,,,,
2701,Matt Dixon,1.0,ICC_023,Knights of the Frozen Throne,True,0.0,42338,,,"On land, a group of penguins is called a ""waddle.""",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_023.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_023_premium.gif,enUS,,Snowflipper Penguin,Neutral,Beast,Common,,Minion,,,,
2702,,,ICC_832pb,Knights of the Frozen Throne,,0.0,46051,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_832pb.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_832pb_premium.gif,enUS,,Spider Fangs,Druid,,,+3 Attack.,Spell,,,,
2703,,,ICC_832b,Knights of the Frozen Throne,,0.0,45300,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_832b.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_832b_premium.gif,enUS,,Spider Plague,Druid,,,[x]Summon two 1/2\nSpiders with <b>Poisonous</b>.,Spell,,,,
2704,,0.0,ICC_809e,Knights of the Frozen Throne,,0.0,47533,,,,0.0,,,,,enUS,[{'name': 'Poisonous'}],Test Subject,Rogue,,Common,<b>Poisonous</b>,Enchantment,,,,
2705,,0.0,ICCA01_013,Knights of the Frozen Throne,,0.0,45367,,Neutral,,30.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA01_013.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA01_013_premium.gif,enUS,,Tirion Fordring,Paladin,,,,Hero,,,,
2706,,,ICCA05_002p,Knights of the Frozen Throne,,0.0,42864,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA05_002p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA05_002p_premium.gif,enUS,,Vampiric Bite,Neutral,,,<b>Hero Power</b>\nGive a non-Vampire +2/+2. You <i>must</i> use this.,Hero Power,,,,
2707,,,ICCA10_009p,Knights of the Frozen Throne,,0.0,45605,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA10_009p.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA10_009p_premium.gif,enUS,[{'name': 'AIMustPlay'}],Whisper of Death,Neutral,,,[x]<b>Hero Power</b>\nDamage all enemy\nminions until they have\n1 Health.,Hero Power,,,,
2708,,1.0,ICC_828t,Knights of the Frozen Throne,,0.0,46119,,,,1.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_828t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_828t_premium.gif,enUS,,Zombeast,Hunter,Beast,,{0}\n{1},Minion,,,,
2709,Luke Mancini,2.0,ICC_092,Knights of the Frozen Throne,True,1.0,42773,,,This is my Runeblade. There are many like it but this one is mine.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_092.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_092_premium.gif,enUS,[{'name': 'Battlecry'}],Acherus Veteran,Neutral,,Common,<b>Battlecry:</b> Give a friendly minion +1 Attack.,Minion,,,,
2710,Konstantin Turovec,1.0,ICC_238,Knights of the Frozen Throne,True,1.0,42810,,,He'd be a lot easier to animate if he would just stand still.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_238.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_238_premium.gif,enUS,,Animated Berserker,Warrior,,Common,"After you play a minion, deal 1 damage to it.",Minion,,,,
2711,,,ICCA05_020,Knights of the Frozen Throne,,1.0,45541,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA05_020.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA05_020_premium.gif,enUS,[{'name': 'AIMustPlay'}],Bite of the Blood-Queen,Warlock,,,Turn a hero into a Vampire.,Spell,,,,
2712,,,ICCA05_021,Knights of the Frozen Throne,,1.0,45703,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA05_021.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA05_021_premium.gif,enUS,,Blood Essence,Warlock,,,Transform 2 random minions in your opponent's hand into spells.,Spell,,,,
2713,,,ICCA01_003,Knights of the Frozen Throne,,1.0,45337,,Neutral,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA01_003.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA01_003_premium.gif,enUS,,Blood Tap,Death Knight,,,The next spell you cast this turn costs (0).,Spell,,,,
2714,Eric Braddock,,ICC_836,Knights of the Frozen Throne,True,1.0,43502,,,Is it cold in here or is it just Sindragosa?,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_836.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_836_premium.gif,enUS,[{'name': 'Freeze'}],Breath of Sindragosa,Mage,,Common,Deal $2 damage to a random enemy minion and <b>Freeze</b> it.,Spell,,,,
2715,Rafael Zanchetin,1.0,ICC_220,Knights of the Frozen Throne,True,1.0,42663,,,His favorite spell is Chum Explosion.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_220.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_220_premium.gif,enUS,[{'name': 'Lifesteal'}],Deadscale Knight,Neutral,Murloc,Common,<b>Lifesteal</b>,Minion,,,,
2716,L. Lullabi & K. Turovec,,ICC_233,Knights of the Frozen Throne,True,1.0,42801,,,Guaranteed to return your weapon directly to your hand! (Wear gloves. Thick ones.),,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_233.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_233_premium.gif,enUS,[{'name': 'ImmuneToSpellpower'}],Doomerang,Rogue,,Epic,"Throw your weapon at a minion. It deals its damage, then returns to_your hand.",Spell,,,,
2717,,3.0,ICCA01_007,Knights of the Frozen Throne,,1.0,45359,,,,2.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA01_007.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA01_007_premium.gif,enUS,,Eager Rogue,Neutral,,,Deals no damage while attacking.,Minion,,,,
2718,,,ICCA08_022,Knights of the Frozen Throne,,1.0,45647,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA08_022.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA08_022_premium.gif,enUS,[{'name': 'AIMustPlay'}],Fallen Champions,Death Knight,,,"Whenever an enemy dies this game, take control of it.",Spell,,,,
2719,Slawomir Maniak,1.0,ICC_832t3,Knights of the Frozen Throne,,1.0,45302,,,,2.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_832t3.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_832t3_premium.gif,enUS,[{'name': 'Poisonous'}],Frost Widow,Druid,Beast,,<b>Poisonous</b>,Minion,,,,
2720,Matthew O'Connor,0.0,ICC_838t,Knights of the Frozen Throne,,1.0,46019,,,,1.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICC_838t.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICC_838t_premium.gif,enUS,[{'name': 'Deathrattle'}],Frozen Champion,Mage,,,[x]<b>Deathrattle:</b> Add a\nrandom <b>Legendary</b> minion\nto your hand.,Minion,,,,
2721,,1.0,ICCA07_004,Knights of the Frozen Throne,,1.0,42872,,,,1.0,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA07_004.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA07_004_premium.gif,enUS,,Growing Ooze,Neutral,,,"At the start of your turn, gain +1/+1.",Minion,,,,
2722,Ben Thompson,,ICC_221,Knights of the Frozen Throne,True,1.0,42665,,Neutral,No actual leeches were harmed in the creation of this card.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_221.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_221_premium.gif,enUS,[{'name': 'Lifesteal'}],Leeching Poison,Rogue,,Common,Give your weapon <b>Lifesteal</b> this turn.,Spell,,,,
2723,,,ICCA08_023,Knights of the Frozen Throne,,1.0,45654,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA08_023.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA08_023_premium.gif,enUS,[{'name': 'AIMustPlay'}],Necrotic Plague,Death Knight,,,Set minions in your opponent's hand and deck to 1/1.,Spell,,,,
2724,Peter Stapleton,,ICC_052,Knights of the Frozen Throne,True,1.0,42652,,,He's a very literal dog.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_052.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_052_premium.gif,enUS,[{'name': 'Deathrattle'}],Play Dead,Hunter,,Common,Trigger a friendly minion's <b>Deathrattle</b>.,Spell,,,,
2725,,,ICCA08_025,Knights of the Frozen Throne,,1.0,45649,,,,,,,http://wow.zamimg.com/images/hearthstone/cards/enus/original/ICCA08_025.png,http://wow.zamimg.com/images/hearthstone/cards/enus/animated/ICCA08_025_premium.gif,enUS,[{'name': 'AIMustPlay'}],Purge the Weak,Death Knight,,,"Destroy all enemy minions that cost (3) or less, wherever they are.",Spell,,,,
2726,Evgeniy Dlinnov,1.0,ICC_038,Knights of the Frozen Throne,True,1.0,42467,,,"Original name was Tubular Protector, but this seems more bodacious.",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_038.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_038_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",Righteous Protector,Paladin,,Common,<b>Taunt</b>\n<b>Divine Shield</b>,Minion,,,,
2727,Arthur Bozonnet,1.0,ICC_903,Knights of the Frozen Throne,True,1.0,45321,,,Have some! This drink is to die for!,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/ICC_903.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/ICC_903_premium.gif,enUS,[{'name': 'Battlecry'}],Sanguine Reveler,Warlock,,Common,<b>Battlecry:</b> Destroy a friendly minion and gain_+2/+2.,Minion,,,,
