artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
Jomaro Kindred,2.0,UNG_926,Journey to Un'Goro,True,2.0,41406,,,"The Draenei are seriously considering cancelling ""Bring Your Murderous Pet to Work Day.""",6.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_926.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_926_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",Cornered Sentry,Warrior,,Rare,<b>Taunt</b>. <b>Battlecry:</b> Summon three 1/1 Raptors for your_opponent.,Minion,,,,
Zoltan Boros,,UNG_831,Journey to Un'Goro,True,2.0,41871,,Neutral,The most terrifying of Un’goro magics is both silent… AND deadly.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_831.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_831_premium.gif,enUS,,Corrupting Mist,Warlock,,Rare,Corrupt every minion. Destroy them at the start of your next turn.,Spell,,,,
L. Lullabi & K. Turovec,3.0,UNG_915,Journey to Un'Goro,True,2.0,41358,,,Wasn't clever enough to go AROUND the electric fence.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_915.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_915_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Crackling Razormaw,Hunter,Beast,Common,<b>Battlecry:</b> <b>Adapt</b> a friendly_Beast.,Minion,,,,
Arthur Bozonnet,,UNG_917,Journey to Un'Goro,True,2.0,41363,,,Anyone can dinomance. Just put your lips together and RAAWWWAARGGGH.,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_917.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_917_premium.gif,enUS,,Dinomancy,Hunter,,Epic,Your Hero Power becomes 'Give a Beast +2/+2.',Spell,,,,
Jerry Mascho,,UNG_922,Journey to Un'Goro,True,2.0,41400,,,It turns out cards DO grow on trees!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_922.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_922_premium.gif,enUS,[{'name': 'Discover'}],Explore Un'Goro,Warrior,,Epic,"Replace your deck with_copies of ""<b>Discover</b> a card.""",Spell,,,,
Mike Azevedo,1.0,UNG_202,Journey to Un'Goro,True,2.0,41107,,,Good for summoning elementals. Great for making s'mores.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_202.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_202_premium.gif,enUS,[{'name': 'Battlecry'}],Fire Plume Harbinger,Shaman,Elemental,Rare,<b>Battlecry:</b> Reduce the Cost of Elementals in your hand_by (1).,Minion,,,,
Chris Seaman,,UNG_018,Journey to Un'Goro,True,2.0,41151,,Neutral,"Oh, a wise geyser eh?",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_018.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_018_premium.gif,enUS,,Flame Geyser,Mage,,Common,Deal $2 damage.\nAdd a 1/2 Elemental to_your hand.,Spell,,,,
Peter Stapleton,2.0,UNG_807,Journey to Un'Goro,True,2.0,41316,,Neutral,Universally adored by both control decks and ninjas.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_807.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_807_premium.gif,enUS,[{'name': 'Battlecry'}],Golakka Crawler,Neutral,Beast,Rare,<b>Battlecry:</b> Destroy a Pirate and gain +1/+1.,Minion,,,,
Slawomir Maniak,,UNG_910,Journey to Un'Goro,True,2.0,41350,,,"Ooh.  I'll have a bite of this, and of this, and of this...",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_910.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_910_premium.gif,enUS,,Grievous Bite,Hunter,,Common,Deal $2 damage to a minion and $1 damage to adjacent ones.,Spell,,,,
Matt Dixon,2.0,UNG_011,Journey to Un'Goro,True,2.0,41139,,,Murloc hydrologists are pretty rare.  Most murloc undergrads pick computer science.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_011.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_011_premium.gif,enUS,"[{'name': 'Discover'}, {'name': 'Battlecry'}, {'name': 'Secret'}]",Hydrologist,Paladin,Murloc,Common,<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>.,Minion,,,,
Matt Dixon,1.0,UNG_953,Journey to Un'Goro,True,2.0,41866,,,"Sure, he'll return your stuff.  OVER HIS DEAD BODY!",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_953.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_953_premium.gif,enUS,[{'name': 'Deathrattle'}],Primalfin Champion,Paladin,Murloc,Epic,[x]<b>Deathrattle:</b> Return any\nspells you cast on this\nminion to your hand.,Minion,,,,
Jakub Kasper,0.0,UNG_201,Journey to Un'Goro,True,2.0,41105,,,"Emits a sound only murlocs can hear, which is good because it’s REALLY annoying.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_201.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_201_premium.gif,enUS,,Primalfin Totem,Shaman,Totem,Rare,"At the end of your turn, summon a 1/1 Murloc.",Minion,,,,
Matthew O'Connor,,UNG_941,Journey to Un'Goro,True,2.0,41496,,,"It's the Ancient Tol'vir symbol for ""Whoops!""",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_941.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_941_premium.gif,enUS,[{'name': 'Discover'}],Primordial Glyph,Mage,,Epic,<b>Discover</b> a spell. Reduce its Cost by (2).,Spell,,,,
Mike Sass,2.0,UNG_027,Journey to Un'Goro,True,2.0,41162,,,"If you strike her down, she shall become more powerful than you can possibly… well, she'll become a 6/6 anyways.",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_027.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_027_premium.gif,enUS,[{'name': 'Deathrattle'}],Pyros,Mage,Elemental,Legendary,<b>Deathrattle:</b> Return this to_your hand as a 6/6 that costs (6).,Minion,True,,,
A. J. Nazzaro,2.0,UNG_034,Journey to Un'Goro,True,2.0,41176,,Neutral,It's a literal lava lamp!,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_034.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_034_premium.gif,enUS,[{'name': 'Aura'}],Radiant Elemental,Priest,Elemental,Common,Your spells cost (1) less.,Minion,,,,
Peter Stapleton,2.0,UNG_009,Journey to Un'Goro,True,2.0,41137,,,Doesn't like to adapt unless others are watching. Some minions are such show-offs.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_009.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_009_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Ravasaur Runt,Neutral,Beast,Common,"<b>Battlecry:</b> If you control at_least 2 other minions, <b>Adapt.</b>",Minion,,,,
Sojin Hwang,2.0,UNG_058,Journey to Un'Goro,True,2.0,41208,,,The reason why there are no zombies in Un'goro.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_058.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_058_premium.gif,enUS,[{'name': 'Battlecry'}],Razorpetal Lasher,Rogue,,Common,[x]<b>Battlecry:</b> Add a\nRazorpetal to your hand\nthat deals 1 damage.,Minion,,,,
Chanchai Luechaiwattanasopon,,UNG_057,Journey to Un'Goro,True,2.0,41207,,,"The result of a fundamental misunderstanding of the phrase ""flower power"".",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_057.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_057_premium.gif,enUS,,Razorpetal Volley,Rogue,,Common,Add two Razorpetals to_your hand that deal_1 damage.,Spell,,,,
Alex Horley Orlandelli,2.0,UNG_073,Journey to Un'Goro,True,2.0,41245,,,Loves crab meat. Fears crabs.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_073.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_073_premium.gif,enUS,[{'name': 'Battlecry'}],Rockpool Hunter,Neutral,Murloc,Common,<b>Battlecry:</b> Give a friendly Murloc +1/+1.,Minion,,,,
Nutchapol Thitinunthakorn,,UNG_029,Journey to Un'Goro,True,2.0,41169,,,This one’s a bird. And here’s a bunny!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_029.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_029_premium.gif,enUS,[{'name': 'Discover'}],Shadow Visions,Priest,,Epic,<b>Discover</b> a copy of a spell in your deck.,Spell,,,,
Luca Zontini,2.0,UNG_846,Journey to Un'Goro,True,2.0,41927,,,HATES being summoned for Kirin Tor party lighting.,1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_846.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_846_premium.gif,enUS,[{'name': 'Deathrattle'}],Shimmering Tempest,Mage,Elemental,Common,<b>Deathrattle:</b> Add a random Mage spell to your hand.,Minion,,,,
Aaron Miller,1.0,UNG_808,Journey to Un'Goro,True,2.0,41318,,Neutral,Stubbornly pursuing its dream to become Azeroth's fastest animal!,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_808.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_808_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Poisonous'}]",Stubborn Gastropod,Neutral,Beast,Common,<b>Taunt</b>\n  <b>Poisonous</b>,Minion,,,,
Jerry Mascho,2.0,UNG_078,Journey to Un'Goro,True,2.0,41252,,,"In the Tortollan tongue, Un’goro is known as the “Land of the Lost and Found.”",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_078.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_078_premium.gif,enUS,[{'name': 'Battlecry'}],Tortollan Forager,Druid,,Common,<b>Battlecry:</b> Add a random minion with 5 or more Attack to your hand.,Minion,,,,
Nicola Saviori,1.0,UNG_818,Journey to Un'Goro,True,2.0,41524,,Neutral,"Currently in an anger management class with Raging Worgen, Grommash Hellscream, and The Angry Chicken. It isn't helping.",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_818.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_818_premium.gif,enUS,[{'name': 'Deathrattle'}],Volatile Elemental,Neutral,Elemental,Common,<b>Deathrattle:</b> Deal 3 damage to a random enemy minion.,Minion,,,,
Slawomir Maniak,3.0,UNG_835,Journey to Un'Goro,True,3.0,41875,,,"Ear to the ground, he carefully interpreted the chittering noises: “You wanna cast a spell? I wanna cast a spell!”",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_835.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_835_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",Chittering Tunneler,Warlock,Beast,Epic,<b>Battlecry:</b> <b>Discover</b> a spell. Deal damage to your hero equal to its Cost.,Minion,,,,
Servando Lupini,3.0,UNG_035,Journey to Un'Goro,True,3.0,41177,,,George promised to be good. But it's easy for little Glimmerroots to forget.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_035.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_035_premium.gif,enUS,[{'name': 'Battlecry'}],Curious Glimmerroot,Priest,,Epic,[x]<b>Battlecry:</b> Look at 3 cards.\nGuess which one started\nin your opponent's deck\nto get a copy of it.,Minion,,,,
Arthur Bozonnet,0.0,UNG_083,Journey to Un'Goro,True,3.0,41259,,,A key ingredient in all discerning Funnel Cake recipes.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_083.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_083_premium.gif,enUS,[{'name': 'Deathrattle'}],Devilsaur Egg,Neutral,,Rare,<b>Deathrattle:</b> Summon a 5/5 Devilsaur.,Minion,,,,
Anton Zemskov,3.0,UNG_076,Journey to Un'Goro,True,3.0,41249,,,"Often misunderstood, it's just that he likes to use the eggs as pillows.",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_076.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_076_premium.gif,enUS,[{'name': 'Deathrattle'}],Eggnapper,Neutral,,Common,<b>Deathrattle:</b> Summon two 1/1 Raptors.,Minion,,,,
Trent Kaniuga,5.0,UNG_109,Journey to Un'Goro,True,3.0,41086,,,"And so the bartender says, “Why the long neck?”",1.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_109.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_109_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Elder Longneck,Druid,Beast,Common,"<b>Battlecry:</b> If you're holding a minion with 5 or more Attack, <b>Adapt</b>.",Minion,,,,
Mauricio Herrera,,UNG_823,Journey to Un'Goro,True,3.0,41834,,,"Like Deadly Poison, but deadlier.",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_823.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_823_premium.gif,enUS,[{'name': 'Poisonous'}],Envenom Weapon,Rogue,,Rare,Give your weapon <b>Poisonous</b>.,Spell,,,,
Luca Zontini,2.0,UNG_814,Journey to Un'Goro,True,3.0,41328,,Neutral,"Float like a butterfly, sting like a giant wasp!",2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_814.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_814_premium.gif,enUS,"[{'name': 'Poisonous'}, {'name': 'Stealth'}]",Giant Wasp,Neutral,Beast,Common,<b>Stealth</b>\n <b>Poisonous</b>,Minion,,,,
A. J. Nazzaro,3.0,UNG_946,Journey to Un'Goro,True,3.0,41683,,,Three time winner of the Un'Goro weapon eating contest.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_946.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_946_premium.gif,enUS,[{'name': 'Battlecry'}],Gluttonous Ooze,Neutral,,Epic,<b>Battlecry:</b> Destroy your opponent's weapon and gain Armor equal to its Attack.,Minion,,,,
Gustav Schmidt,2.0,UNG_938,Journey to Un'Goro,True,3.0,41479,,,NONE SHALL PASS until at least an hour after eating.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_938.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_938_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Hot Spring Guardian,Shaman,Elemental,Common,<b>Taunt</b>\n<b>Battlecry:</b> Restore #3_Health.,Minion,,,,
Tooth,4.0,UNG_844,Journey to Un'Goro,True,3.0,41925,,Alliance,Loves goblins.  In a light cream sauce.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_844.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_844_premium.gif,enUS,,Humongous Razorleaf,Neutral,,Rare,Can't attack.,Minion,,,,
Tyler West Studio,2.0,UNG_845,Journey to Un'Goro,True,3.0,41926,,,"We wanted to name him ""Ingenious Elemental"", but he just wasn't that bright.",3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_845.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_845_premium.gif,enUS,[{'name': 'Deathrattle'}],Igneous Elemental,Neutral,Elemental,Common,<b>Deathrattle:</b> Add two 1/2 Elementals to your hand.,Minion,,,,
Izzy Hoover,,UNG_024,Journey to Un'Goro,True,3.0,41158,,,Nice spell.  YOINK!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_024.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_024_premium.gif,enUS,[{'name': 'Secret'}],Mana Bind,Mage,,Rare,"<b>Secret:</b> When your opponent casts a spell, add a copy to your hand that costs (0).",Spell,,,,
Zoltan Boros,,UNG_060,Journey to Un'Goro,True,3.0,41212,,Neutral,Jinx!,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_060.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_060_premium.gif,enUS,,Mimic Pod,Rogue,,Rare,"Draw a card, then add a copy of it to your hand.",Spell,,,,
Hideaki Takamura,2.0,UNG_022,Journey to Un'Goro,True,3.0,41155,,,Mirage is actually the name of its long-lost cat.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_022.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_022_premium.gif,enUS,[{'name': 'Battlecry'}],Mirage Caller,Priest,,Rare,<b>Battlecry:</b> Choose a friendly minion. Summon a 1/1 copy of it.,Minion,,,,
Dany Orizio,3.0,UNG_937,Journey to Un'Goro,True,3.0,41478,,,Lookout is a self-appointed title that's mostly an excuse to beat things up.,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_937.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_937_premium.gif,enUS,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",Primalfin Lookout,Neutral,Murloc,Common,"<b>Battlecry:</b> If you control another Murloc, <b>Discover</b> a_Murloc.",Minion,,,,
Arthur Bozonnet,2.0,UNG_001,Journey to Un'Goro,True,3.0,41076,,,Aww.  So cute.  Want to feed him another finger?,2.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_001.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_001_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Pterrordax Hatchling,Neutral,Beast,Common,<b><b>Battlecry:</b> Adapt</b>.,Minion,,,,
Hideaki Takamura,,UNG_956,Journey to Un'Goro,True,3.0,41879,,,I guess you can say they’re… “soul survivors.”,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_956.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_956_premium.gif,enUS,[{'name': 'Deathrattle'}],Spirit Echo,Shaman,,Epic,"Give your minions ""<b>Deathrattle:</b> Return _this to your hand.""",Spell,,,,
Mark Gibbons,1.0,UNG_072,Journey to Un'Goro,True,3.0,41243,,,"Briefly tried stand-up comedy under the name ""Stonehill Offender"", but turtles are just too thin-skinned.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_072.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_072_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Taunt'}, {'name': 'Discover'}]",Stonehill Defender,Neutral,,Rare,<b>Taunt</b>\n<b>Battlecry:</b> <b>Discover</b> a <b>Taunt</b>_minion.,Minion,,,,
Jim Nelson,1.0,UNG_928,Journey to Un'Goro,True,3.0,41418,,,"If you won't come to the tar pits, we'll bring them to you!",5.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_928.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_928_premium.gif,enUS,[{'name': 'Taunt'}],Tar Creeper,Neutral,Elemental,Common,<b>Taunt</b>\nHas +2 Attack during your opponent's turn.,Minion,,,,
Chris Seaman,3.0,UNG_800,Journey to Un'Goro,True,3.0,41304,,Neutral,Likes to scare his friends half to death.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_800.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_800_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",Terrorscale Stalker,Hunter,,Rare,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.,Minion,,,,
Hideaki Takamura,3.0,UNG_082,Journey to Un'Goro,True,3.0,41257,,Neutral,What? THUNDER LIZARD is adapting!,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_082.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_082_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Thunder Lizard,Neutral,Beast,Common,"<b>Battlecry</b>: If you played an_Elemental last turn, <b>Adapt</b>.",Minion,,,,
Arthur Bozonnet,3.0,UNG_075,Journey to Un'Goro,True,3.0,41247,,,A youngster who is truly hungry for self-improvement.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_075.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_075_premium.gif,enUS,[{'name': 'Adapt'}],Vicious Fledgling,Neutral,Beast,Rare,"After this minion attacks a_hero, <b>Adapt</b>.",Minion,,,,
Trent Kaniuga,3.0,UNG_113,Journey to Un'Goro,True,4.0,41096,,,Also inordinately excited for cupcakes.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_113.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_113_premium.gif,enUS,[{'name': 'Battlecry'}],Bright-Eyed Scout,Neutral,,Epic,<b>Battlecry:</b> Draw a card. Change its Cost to (5).,Minion,,,,
Grace Liu,,UNG_103,Journey to Un'Goro,True,4.0,40991,,,"The most powerful mushrooms are commonly found in boxes marked with ""?"".",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_103.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_103_premium.gif,enUS,[{'name': 'Adapt'}],Evolving Spores,Druid,,Rare,<b>Adapt</b> your minions.,Spell,,,,
Dan Scott,3.0,UNG_084,Journey to Un'Goro,True,4.0,41260,,,This is what happens when you use a volcano as a bird bath.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_084.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_084_premium.gif,enUS,[{'name': 'Battlecry'}],Fire Plume Phoenix,Neutral,Elemental,Common,<b>Battlecry:</b> Deal 2 damage.,Minion,,,,
Brian Despain,5.0,UNG_089,Journey to Un'Goro,True,4.0,41265,,,"""Low, low rents! Must enjoy a nomadic lifestyle. Quasi-sentient, bipedal, amphibious humanoids ONLY!""",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_089.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_089_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Gentle Megasaur,Neutral,Beast,Epic,<b>Battlecry:</b> <b>Adapt</b> your_Murlocs.,Minion,,,,
Dave Allsop,3.0,UNG_833,Journey to Un'Goro,True,4.0,41873,,Neutral,Guaranteed to track tar all over your carpet.,8.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_833.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_833_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Lakkari Felhound,Warlock,Demon,Common,<b>Taunt</b>\n<b>Battlecry:</b> Discard two random cards.,Minion,,,,
Dan Scott,3.0,UNG_962,Journey to Un'Goro,True,4.0,41945,,,"“Come now, Johnston. I think those horns are quite fetching on you.”",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_962.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_962_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Lightfused Stegodon,Paladin,Beast,Rare,<b>Battlecry:</b> <b>Adapt</b> your Silver_Hand Recruits.,Minion,,,,
L. Lullabi & K. Turovec,,UNG_948,Journey to Un'Goro,True,4.0,41690,,Neutral,"Dang, I'm looking pretty hot!",,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_948.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_948_premium.gif,enUS,,Molten Reflection,Mage,,Rare,Choose a friendly minion. Summon a copy of it.,Spell,,,,
Konstantin Turovec,3.0,UNG_061,Journey to Un'Goro,True,4.0,41213,3.0,,You know you’re a Rogue when a sharp rock makes you go “Ooh!  Dagger!”,,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_061.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_061_premium.gif,enUS,,Obsidian Shard,Rogue,,Rare,[x]Costs (1) less for each\ncard you've played from\nanother class.,Weapon,,,,
Slawomir Maniak,4.0,UNG_047,Journey to Un'Goro,True,4.0,41191,,Neutral,"For better results, feed your pterrordax low-fat, high-fiber minions.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_047.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_047_premium.gif,enUS,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Ravenous Pterrordax,Warlock,Beast,Common,<b>Battlecry:</b> Destroy a friendly minion to <b>Adapt</b>_twice.,Minion,,,,
Matt Dixon,3.0,UNG_101,Journey to Un'Goro,True,4.0,40973,,,Master of the Three Shell Monte.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_101.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_101_premium.gif,enUS,"[{'name': 'Stealth'}, {'name': 'Taunt'}]",Shellshifter,Druid,,Rare,[x]<b>Choose One - </b>Transform\ninto a 5/3 with <b>Stealth</b>;\nor a 3/5 with <b>Taunt</b>.,Minion,,,,
Matt Dixon,5.0,UNG_065,Journey to Un'Goro,True,4.0,41218,,,A Tortollan gardener's worst nightmare.,3.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_065.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_065_premium.gif,enUS,[{'name': 'Deathrattle'}],"Sherazin, Corpse Flower",Rogue,,Legendary,<b>Deathrattle:</b> Go dormant. Play 4 cards in a turn to revive this minion.,Minion,True,,,
Matt Dixon,3.0,UNG_900,Journey to Un'Goro,True,4.0,41289,,,"She sees the fate of anyone she meets, but it's always the same: dinosaur attack.",4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_900.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_900_premium.gif,enUS,[{'name': 'Deathrattle'}],Spiritsinger Umbra,Neutral,,Legendary,"After you summon a minion, trigger its <b>Deathrattle</b> effect.",Minion,True,,,
Jakub Kasper,5.0,UNG_021,Journey to Un'Goro,True,4.0,41154,,Neutral,Explorers nicknamed him the Teapot Elemental.,4.0,,,http://media.services.zam.com/v1/media/byName/hs/cards/enus/UNG_021.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/UNG_021_premium.gif,enUS,[{'name': 'Battlecry'}],Steam Surger,Mage,Elemental,Rare,"[x]<b>Battlecry:</b> If you played\nan Elemental last turn,\nadd a 'Flame Geyser'\nto your hand.",Minion,,,,
