attack,cardId,cardSet,cost,durability,faction,health,mechanics,name,playerClass,race,rarity,text,type,armor,attack_true,durability_true,health_true,armor_true
,UNG_103,Journey to Un'Goro,4.0,,Neutral,,[{'name': 'Adapt'}],Evolving Spores,Druid,General,Rare,<b>Adapt</b> your minions.,Spell,,0,0,0,0
3.0,UNG_084,Journey to Un'Goro,4.0,,Neutral,3.0,[{'name': 'Battlecry'}],Fire Plume Phoenix,Neutral,Elemental,Common,<b>Battlecry:</b> Deal 2 damage.,Minion,,1,0,1,0
5.0,UNG_089,Journey to Un'Goro,4.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Gentle Megasaur,Neutral,Beast,Epic,<b>Battlecry:</b> <b>Adapt</b> your_Murlocs.,Minion,,1,0,1,0
3.0,UNG_833,Journey to Un'Goro,4.0,,Neutral,8.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Lakkari Felhound,Warlock,Demon,Common,<b>Taunt</b>\n<b>Battlecry:</b> Discard two random cards.,Minion,,1,0,1,0
3.0,UNG_962,Journey to Un'Goro,4.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Lightfused Stegodon,Paladin,Beast,Rare,<b>Battlecry:</b> <b>Adapt</b> your Silver_Hand Recruits.,Minion,,1,0,1,0
,UNG_948,Journey to Un'Goro,4.0,,Neutral,,,Molten Reflection,Mage,General,Rare,Choose a friendly minion. Summon a copy of it.,Spell,,0,0,0,0
3.0,UNG_061,Journey to Un'Goro,4.0,3.0,Neutral,,,Obsidian Shard,Rogue,General,Rare,[x]Costs (1) less for each\ncard you've played from\nanother class.,Weapon,,1,1,0,0
4.0,UNG_047,Journey to Un'Goro,4.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Ravenous Pterrordax,Warlock,Beast,Common,<b>Battlecry:</b> Destroy a friendly minion to <b>Adapt</b>_twice.,Minion,,1,0,1,0
3.0,UNG_101,Journey to Un'Goro,4.0,,Neutral,3.0,"[{'name': 'Stealth'}, {'name': 'Taunt'}]",Shellshifter,Druid,General,Rare,[x]<b>Choose One - </b>Transform\ninto a 5/3 with <b>Stealth</b>;\nor a 3/5 with <b>Taunt</b>.,Minion,,1,0,1,0
5.0,UNG_065,Journey to Un'Goro,4.0,,Neutral,3.0,[{'name': 'Deathrattle'}],"Sherazin, Corpse Flower",Rogue,General,Legendary,<b>Deathrattle:</b> Go dormant. Play 4 cards in a turn to revive this minion.,Minion,,1,0,1,0
3.0,UNG_900,Journey to Un'Goro,4.0,,Neutral,4.0,[{'name': 'Deathrattle'}],Spiritsinger Umbra,Neutral,General,Legendary,"After you summon a minion, trigger its <b>Deathrattle</b> effect.",Minion,,1,0,1,0
5.0,UNG_021,Journey to Un'Goro,4.0,,Neutral,4.0,[{'name': 'Battlecry'}],Steam Surger,Mage,Elemental,Rare,"[x]<b>Battlecry:</b> If you played\nan Elemental last turn,\nadd a 'Flame Geyser'\nto your hand.",Minion,,1,0,1,0
2.0,UNG_810,Journey to Un'Goro,4.0,,Neutral,6.0,[{'name': 'Taunt'}],Stegodon,Neutral,Beast,Common,<b>Taunt</b>,Minion,,1,0,1,0
3.0,UNG_843,Journey to Un'Goro,4.0,,Neutral,3.0,,The Voraxx,Neutral,General,Legendary,"[x]After you cast a spell on\nthis minion, summon a\n1/1 Plant and cast\nanother copy on it.",Minion,,1,0,1,0
,UNG_817,Journey to Un'Goro,4.0,,Neutral,,,Tidal Surge,Shaman,General,Common,Deal $4 damage to a minion. Restore #4 Health to your hero.,Spell,,0,0,0,0
3.0,UNG_070,Journey to Un'Goro,4.0,,Neutral,5.0,"[{'name': 'Battlecry'}, {'name': 'Divine Shield'}, {'name': 'Taunt'}]",Tol'vir Stoneshaper,Neutral,General,Rare,"[x]<b>Battlecry:</b> If you played an\nElemental last turn, gain\n_<b>Taunt</b> and <b>Divine_Shield</b>.",Minion,,1,0,1,0
2.0,UNG_037,Journey to Un'Goro,4.0,,Neutral,6.0,"[{'name': 'Deathrattle'}, {'name': 'Taunt'}]",Tortollan Shellraiser,Priest,General,Common,[x]<b>Taunt</b>\n<b>Deathrattle:</b> Give a random\n_friendly minion +1/+1.,Minion,,1,0,1,0
8.0,UNG_087,Journey to Un'Goro,5.0,,Neutral,8.0,,Bittertide Hydra,Neutral,Beast,Epic,"Whenever this minion takes damage, deal 3 damage to_your hero.",Minion,,1,0,1,0
3.0,UNG_957,Journey to Un'Goro,5.0,,Neutral,6.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",Direhorn Hatchling,Warrior,Beast,Rare,<b>Taunt</b>\n<b>Deathrattle:</b> Shuffle a 6/9 Direhorn with <b>Taunt</b> into your deck.,Minion,,1,0,1,0
5.0,UNG_851,Journey to Un'Goro,5.0,,Neutral,5.0,[{'name': 'Battlecry'}],Elise the Trailblazer,Neutral,General,Legendary,<b>Battlecry:</b> Shuffle a sealed_<b>Un'Goro</b> pack into_your deck.,Minion,,1,0,1,0
,UNG_834,Journey to Un'Goro,5.0,,Neutral,,,Feeding Time,Warlock,General,Rare,Deal $3 damage to a minion. Summon three 1/1 Pterrordaxes.,Spell,,0,0,0,0
,UNG_111,Journey to Un'Goro,5.0,,Neutral,,,Living Mana,Druid,General,Epic,Transform your Mana Crystals into 2/2 Treants. Recover the mana when they die.,Spell,,0,0,0,0
3.0,UNG_963,Journey to Un'Goro,5.0,,Neutral,5.0,,Lyra the Sunshard,Priest,Elemental,Legendary,"Whenever you cast a spell, add a random Priest spell to your hand.",Minion,,1,0,1,0
4.0,UNG_801,Journey to Un'Goro,5.0,,Neutral,7.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Nesting Roc,Neutral,Beast,Common,"<b>Battlecry:</b> If you control at_least 2 other minions, gain <b>Taunt</b>.",Minion,,1,0,1,0
4.0,UNG_816,Journey to Un'Goro,5.0,,Neutral,5.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",Servant of Kalimos,Neutral,Elemental,Rare,"[x]<b>Battlecry:</b> If you played\nan Elemental last turn,\n_<b>Discover</b> an Elemental.",Minion,,1,0,1,0
,UNG_927,Journey to Un'Goro,5.0,,Neutral,,,Sudden Genesis,Warrior,General,Epic,Summon copies of your damaged minions.,Spell,,0,0,0,0
1.0,UNG_049,Journey to Un'Goro,5.0,,Neutral,7.0,[{'name': 'Taunt'}],Tar Lurker,Warlock,Elemental,Common,<b>Taunt</b>\nHas +3 Attack during your opponent's turn.,Minion,,1,0,1,0
3.0,UNG_913,Journey to Un'Goro,5.0,,Neutral,5.0,[{'name': 'Battlecry'}],Tol'vir Warden,Hunter,General,Rare,<b>Battlecry:</b> Draw two 1-Cost minions from your deck.,Minion,,1,0,1,0
5.0,UNG_100,Journey to Un'Goro,5.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Verdant Longneck,Druid,Beast,Common,<b>Battlecry:</b> <b>Adapt</b>.,Minion,,1,0,1,0
3.0,UNG_064,Journey to Un'Goro,5.0,,Neutral,4.0,[{'name': 'Combo'}],Vilespine Slayer,Rogue,General,Epic,<b>Combo:</b> Destroy a minion.,Minion,,1,0,1,0
,UNG_025,Journey to Un'Goro,5.0,,Neutral,,"[{'name': 'Overload'}, {'name': 'ImmuneToSpellpower'}]",Volcano,Shaman,General,Rare,Deal $15 damage randomly split among all_minions.\n<b>Overload:</b> (2),Spell,,0,0,0,0
5.0,UNG_830,Journey to Un'Goro,6.0,,Neutral,5.0,[{'name': 'Deathrattle'}],Cruel Dinomancer,Warlock,General,Rare,[x]<b>Deathrattle:</b> Summon a\nrandom minion you\ndiscarded this game.,Minion,,1,0,1,0
8.0,UNG_079,Journey to Un'Goro,6.0,,Neutral,8.0,[{'name': 'Freeze'}],Frozen Crusher,Neutral,Elemental,Rare,"After this minion attacks, <b>Freeze</b> it.",Minion,,1,0,1,0
6.0,UNG_840,Journey to Un'Goro,6.0,,Neutral,6.0,[{'name': 'Battlecry'}],"Hemet, Jungle Hunter",Neutral,General,Legendary,<b>Battlecry:</b> Destroy all cards in your deck that cost (3)_or less.,Minion,,1,0,1,0
,UNG_955,Journey to Un'Goro,6.0,,Neutral,,,Meteor,Mage,General,Epic,Deal $15 damage to a minion and $3 damage to adjacent ones.,Spell,,0,0,0,0
5.0,UNG_925,Journey to Un'Goro,6.0,,Neutral,5.0,"[{'name': 'Battlecry'}, {'name': 'Adapt'}, {'name': 'Taunt'}]",Ornery Direhorn,Warrior,Beast,Common,<b>Taunt</b>\n<b>Battlecry:</b> <b>Adapt</b>.,Minion,,1,0,1,0
8.0,UNG_812,Journey to Un'Goro,6.0,,Neutral,2.0,[{'name': 'Stealth'}],Sabretooth Stalker,Neutral,Beast,Common,<b>Stealth</b>,Minion,,1,0,1,0
,UNG_952,Journey to Un'Goro,6.0,,Neutral,,[{'name': 'Taunt'}],Spikeridged Steed,Paladin,General,Rare,"Give a minion +2/+6 and <b>Taunt</b>. When it dies, summon a Stegodon.",Spell,,0,0,0,0
3.0,UNG_015,Journey to Un'Goro,6.0,,Neutral,7.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Sunkeeper Tarim,Paladin,General,Legendary,<b>Taunt</b>\n<b>Battlecry:</b> Set all other minions' Attack and Health to 3.,Minion,,1,0,1,0
6.0,UNG_847,Journey to Un'Goro,7.0,,Neutral,6.0,[{'name': 'Battlecry'}],Blazecaller,Neutral,Elemental,Epic,"<b>Battlecry:</b> If you played an_Elemental last turn, deal 5 damage.",Minion,,1,0,1,0
5.0,UNG_086,Journey to Un'Goro,7.0,,Neutral,3.0,[{'name': 'Deathrattle'}],Giant Anaconda,Druid,Beast,Epic,<b>Deathrattle:</b> Summon a minion from your hand with 5 or more Attack.,Minion,,1,0,1,0
5.0,UNG_010,Journey to Un'Goro,7.0,,Neutral,7.0,[{'name': 'Deathrattle'}],Sated Threshadon,Neutral,Beast,Common,<b>Deathrattle:</b> Summon three 1/1 Murlocs.,Minion,,1,0,1,0
4.0,UNG_208,Journey to Un'Goro,7.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Stone Sentinel,Shaman,Elemental,Epic,"<b>Battlecry:</b> If you played an Elemental last turn, summon two 2/3 Elementals with <b>Taunt</b>.",Minion,,1,0,1,0
4.0,UNG_813,Journey to Un'Goro,7.0,,Neutral,8.0,[{'name': 'Windfury'}],Stormwatcher,Neutral,Elemental,Common,<b>Windfury</b>,Minion,,1,0,1,0
9.0,UNG_919,Journey to Un'Goro,7.0,,Neutral,9.0,,Swamp King Dred,Hunter,Beast,Legendary,"After your opponent plays a minion, attack_it.",Minion,,1,0,1,0
1.0,UNG_838,Journey to Un'Goro,7.0,,Neutral,11.0,[{'name': 'Taunt'}],Tar Lord,Warrior,Elemental,Common,<b>Taunt</b>\nHas +4 Attack during your opponent’s turn.,Minion,,1,0,1,0
4.0,UNG_950,Journey to Un'Goro,7.0,3.0,Neutral,,,Vinecleaver,Paladin,General,Rare,"[x]After your hero attacks,\nsummon two 1/1 Silver\nHand Recruits.",Weapon,,1,1,0,0
5.0,UNG_002,Journey to Un'Goro,7.0,,Neutral,6.0,"[{'name': 'Battlecry'}, {'name': 'Adapt'}]",Volcanosaur,Neutral,Beast,Rare,"<b>Battlecry:</b> <b>Adapt</b>, then_<b>Adapt</b>.",Minion,,1,0,1,0
7.0,UNG_099,Journey to Un'Goro,8.0,,Neutral,7.0,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",Charged Devilsaur,Neutral,Beast,Epic,<b>Charge</b>\n<b>Battlecry:</b> Can't attack heroes this turn.,Minion,,1,0,1,0
,UNG_004,Journey to Un'Goro,8.0,,Neutral,,,Dinosize,Paladin,General,Epic,Set a minion's Attack and Health to 10.,Spell,,0,0,0,0
,UNG_854,Journey to Un'Goro,8.0,,Neutral,,[{'name': 'Discover'}],Free From Amber,Priest,General,Rare,<b>Discover</b> a minion that costs (8) or more. Summon it.,Spell,,0,0,0,0
7.0,UNG_211,Journey to Un'Goro,8.0,,Neutral,7.0,[{'name': 'Battlecry'}],"Kalimos, Primal Lord",Shaman,Elemental,Legendary,"[x]<b>Battlecry:</b> If you played an\nElemental last turn, cast an\nElemental Invocation.",Minion,,1,0,1,0
4.0,UNG_848,Journey to Un'Goro,8.0,,Neutral,8.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Primordial Drake,Neutral,Dragon,Epic,[x]<b>Taunt</b>\n<b>Battlecry:</b> Deal 2 damage\nto all other minions.,Minion,,1,0,1,0
5.0,UNG_088,Journey to Un'Goro,8.0,,Neutral,4.0,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",Tortollan Primalist,Neutral,General,Epic,<b>Battlecry:</b> <b>Discover</b> a spell_and cast it with random targets.,Minion,,1,0,1,0
6.0,UNG_071,Journey to Un'Goro,9.0,,Neutral,10.0,[{'name': 'Taunt'}],Giant Mastodon,Neutral,Beast,Common,<b>Taunt</b>,Minion,,1,0,1,0
9.0,UNG_933,Journey to Un'Goro,9.0,,Neutral,7.0,[{'name': 'Battlecry'}],King Mosh,Warrior,Beast,Legendary,<b>Battlecry:</b> Destroy all damaged minions.,Minion,,1,0,1,0
5.0,UNG_907,Journey to Un'Goro,9.0,,Neutral,5.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",Ozruk,Neutral,Elemental,Legendary,[x]<b>Taunt</b>\n<b>Battlecry:</b> Gain +5 Health\nfor each Elemental you\nplayed last turn.,Minion,,1,0,1,0
12.0,UNG_852,Journey to Un'Goro,10.0,,Neutral,12.0,,Tyrantus,Druid,Beast,Legendary,Can't be targeted by spells or Hero Powers.,Minion,,1,0,1,0
7.0,UNG_806,Journey to Un'Goro,10.0,,Neutral,14.0,,Ultrasaur,Neutral,Beast,Common, ,Minion,,1,0,1,0
1.0,ICC_023,Knights of the Frozen Throne,0.0,,Neutral,1.0,,Snowflipper Penguin,Neutral,Beast,Common, ,Minion,,1,0,1,0
2.0,ICC_092,Knights of the Frozen Throne,1.0,,Neutral,1.0,[{'name': 'Battlecry'}],Acherus Veteran,Neutral,General,Common,<b>Battlecry:</b> Give a friendly minion +1 Attack.,Minion,,1,0,1,0
1.0,ICC_238,Knights of the Frozen Throne,1.0,,Neutral,3.0,,Animated Berserker,Warrior,General,Common,"After you play a minion, deal 1 damage to it.",Minion,,1,0,1,0
,ICC_836,Knights of the Frozen Throne,1.0,,Neutral,,[{'name': 'Freeze'}],Breath of Sindragosa,Mage,General,Common,Deal $2 damage to a random enemy minion and <b>Freeze</b> it.,Spell,,0,0,0,0
1.0,ICC_220,Knights of the Frozen Throne,1.0,,Neutral,1.0,[{'name': 'Lifesteal'}],Deadscale Knight,Neutral,Murloc,Common,<b>Lifesteal</b>,Minion,,1,0,1,0
,ICC_233,Knights of the Frozen Throne,1.0,,Neutral,,[{'name': 'ImmuneToSpellpower'}],Doomerang,Rogue,General,Epic,"Throw your weapon at a minion. It deals its damage, then returns to_your hand.",Spell,,0,0,0,0
,ICC_221,Knights of the Frozen Throne,1.0,,Neutral,,[{'name': 'Lifesteal'}],Leeching Poison,Rogue,General,Common,Give your weapon <b>Lifesteal</b> this turn.,Spell,,0,0,0,0
,ICC_052,Knights of the Frozen Throne,1.0,,Neutral,,[{'name': 'Deathrattle'}],Play Dead,Hunter,General,Common,Trigger a friendly minion's <b>Deathrattle</b>.,Spell,,0,0,0,0
1.0,ICC_038,Knights of the Frozen Throne,1.0,,Neutral,1.0,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",Righteous Protector,Paladin,General,Common,<b>Taunt</b>\n<b>Divine Shield</b>,Minion,,1,0,1,0
1.0,ICC_903,Knights of the Frozen Throne,1.0,,Neutral,1.0,[{'name': 'Battlecry'}],Sanguine Reveler,Warlock,General,Common,<b>Battlecry:</b> Destroy a friendly minion and gain_+2/+2.,Minion,,1,0,1,0
1.0,ICC_468,Knights of the Frozen Throne,1.0,,Neutral,1.0,,Wretched Tiller,Neutral,General,Common,"Whenever this minion attacks, deal 2 damage to_the enemy hero.",Minion,,1,0,1,0
,ICC_837,Knights of the Frozen Throne,2.0,,Neutral,,,Bring It On!,Warrior,General,Epic,Gain 10 Armor. Reduce the Cost of minions in your opponent's hand by (2).,Spell,,0,0,0,0
2.0,ICC_058,Knights of the Frozen Throne,2.0,,Neutral,2.0,"[{'name': 'Battlecry'}, {'name': 'Freeze'}]",Brrrloc,Shaman,Murloc,Common,<b>Battlecry:</b> <b>Freeze</b> an_enemy.,Minion,,1,0,1,0
,ICC_056,Knights of the Frozen Throne,2.0,,Neutral,,[{'name': 'Freeze'}],Cryostasis,Shaman,General,Epic,Give a minion +3/+3 and <b>Freeze</b> it.,Spell,,0,0,0,0
,ICC_039,Knights of the Frozen Throne,2.0,,Neutral,,,Dark Conviction,Paladin,General,Common,Set a minion's Attack and Health to 3.,Spell,,0,0,0,0
,ICC_091,Knights of the Frozen Throne,2.0,,Neutral,,,Dead Man's Hand,Warrior,General,Epic,Shuffle a copy of your hand into your deck.,Spell,,0,0,0,0
,ICC_041,Knights of the Frozen Throne,2.0,,Neutral,,,Defile,Warlock,General,Rare,"Deal $1 damage to all minions. If any die, cast this again.",Spell,,0,0,0,0
,ICC_244,Knights of the Frozen Throne,2.0,,Neutral,,[{'name': 'Deathrattle'}],Desperate Stand,Paladin,General,Rare,"Give a minion ""<b>Deathrattle:</b> Return this to life with 1 Health.""",Spell,,0,0,0,0
,ICC_055,Knights of the Frozen Throne,2.0,,Neutral,,[{'name': 'Lifesteal'}],Drain Soul,Warlock,General,Common,<b>Lifesteal</b>\nDeal $2 damage\nto a minion.,Spell,,0,0,0,0
1.0,ICC_051,Knights of the Frozen Throne,2.0,,Neutral,2.0,"[{'name': 'Taunt'}, {'name': 'Poisonous'}]",Druid of the Swarm,Druid,General,Rare,<b>Choose One -</b> Transform into a 1/2 with <b>Poisonous</b>; or a 1/5 with <b>Taunt</b>.,Minion,,1,0,1,0
2.0,ICC_094,Knights of the Frozen Throne,2.0,,Neutral,1.0,[{'name': 'Battlecry'}],Fallen Sun Cleric,Neutral,General,Common,<b>Battlecry:</b> Give a friendly minion +1/+1.,Minion,,1,0,1,0
,ICC_281,Knights of the Frozen Throne,2.0,,Neutral,,,Forge of Souls,Warrior,General,Common,Draw 2 weapons from your deck.,Spell,,0,0,0,0
2.0,ICC_407,Knights of the Frozen Throne,2.0,,Neutral,3.0,[{'name': 'Battlecry'}],Gnomeferatu,Warlock,General,Epic,<b>Battlecry:</b> Remove\nthe top card of your opponent's deck.,Minion,,1,0,1,0
,ICC_089,Knights of the Frozen Throne,2.0,,Neutral,,,Ice Fishing,Shaman,General,Common,Draw 2 Murlocs from your deck.,Spell,,0,0,0,0
1.0,ICC_068,Knights of the Frozen Throne,2.0,,Neutral,3.0,[{'name': 'Freeze'}],Ice Walker,Mage,Elemental,Rare,Your Hero Power also <b><b>Freeze</b>s</b> the target.,Minion,,1,0,1,0
2.0,ICC_851,Knights of the Frozen Throne,2.0,,Neutral,2.0,[{'name': 'Battlecry'}],Prince Keleseth,Neutral,General,Legendary,"<b>Battlecry:</b> If your deck has_no 2-Cost cards, give_all minions in your deck +1/+1.",Minion,,1,0,1,0
,ICC_201,Knights of the Frozen Throne,2.0,,Neutral,,[{'name': 'Deathrattle'}],Roll the Bones,Rogue,General,Rare,"Draw a card.\nIf it has <b>Deathrattle</b>, cast this again.",Spell,,0,0,0,0
2.0,ICC_210,Knights of the Frozen Throne,2.0,,Neutral,2.0,,Shadow Ascendant,Priest,General,Common,"[x]At the end of your turn,\ngive another random\nfriendly minion +1/+1.",Minion,,1,0,1,0
,ICC_802,Knights of the Frozen Throne,2.0,,Neutral,,[{'name': 'Lifesteal'}],Spirit Lash,Priest,General,Common,<b>Lifesteal</b>\nDeal $1 damage to_all_minions.,Spell,,0,0,0,0
1.0,ICC_913,Knights of the Frozen Throne,2.0,,Neutral,1.0,"[{'name': 'Divine Shield'}, {'name': 'Spell Damage'}]",Tainted Zealot,Neutral,General,Common,<b>Divine Shield</b>\n<b>Spell Damage +1</b>,Minion,,1,0,1,0
,ICC_049,Knights of the Frozen Throne,2.0,,Neutral,,[{'name': 'Poisonous'}],Toxic Arrow,Hunter,General,Epic,"Deal $2 damage to a minion. If it survives, give it <b>Poisonous</b>.",Spell,,0,0,0,0
2.0,ICC_093,Knights of the Frozen Throne,2.0,,Neutral,3.0,"[{'name': 'Battlecry'}, {'name': 'Spell Damage'}]",Tuskarr Fisherman,Neutral,General,Common,<b>Battlecry:</b> Give a friendly minion <b>Spell Damage +1</b>.,Minion,,1,0,1,0
,ICC_200,Knights of the Frozen Throne,2.0,,Neutral,,"[{'name': 'Secret'}, {'name': 'Poisonous'}]",Venomstrike Trap,Hunter,General,Rare,"<b>Secret:</b> When one of your minions is attacked, summon a 2/3_<b>Poisonous</b> Cobra.",Spell,,0,0,0,0
3.0,ICC_212,Knights of the Frozen Throne,3.0,,Neutral,3.0,[{'name': 'Lifesteal'}],Acolyte of Agony,Priest,General,Common,<b>Lifesteal</b>,Minion,,1,0,1,0
4.0,ICC_419,Knights of the Frozen Throne,3.0,,Neutral,3.0,,Bearshark,Hunter,Beast,Common,Can't be targeted by spells or Hero Powers.,Minion,,1,0,1,0
3.0,ICC_252,Knights of the Frozen Throne,3.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Freeze'}]",Coldwraith,Mage,General,Common,"<b>Battlecry:</b> If an enemy is <b>Frozen</b>, draw a card.",Minion,,1,0,1,0
1.0,ICC_808,Knights of the Frozen Throne,3.0,,Neutral,6.0,[{'name': 'Taunt'}],Crypt Lord,Druid,General,Common,"[x]<b>Taunt</b>\nAfter you summon a minion,\n gain +1 Health.",Minion,,1,0,1,0
2.0,ICC_467,Knights of the Frozen Throne,3.0,,Neutral,4.0,[{'name': 'Battlecry'}],Deathspeaker,Neutral,General,Common,<b>Battlecry:</b> Give a friendly minion <b>Immune</b> this turn.,Minion,,1,0,1,0
3.0,ICC_083,Knights of the Frozen Throne,3.0,,Neutral,2.0,[{'name': 'Aura'}],Doomed Apprentice,Mage,General,Rare,Your opponent's spells cost (1) more.,Minion,,1,0,1,0
2.0,ICC_081,Knights of the Frozen Throne,3.0,,Neutral,8.0,"[{'name': 'Taunt'}, {'name': 'Overload'}]",Drakkari Defender,Shaman,General,Common,<b>Taunt</b>\n<b>Overload:</b> (3),Minion,,1,0,1,0
1.0,ICC_901,Knights of the Frozen Throne,3.0,,Neutral,5.0,[{'name': 'Aura'}],Drakkari Enchanter,Neutral,General,Epic,Your end of turn effects trigger twice.,Minion,,1,0,1,0
,ICC_082,Knights of the Frozen Throne,3.0,,Neutral,,[{'name': 'Secret'}],Frozen Clone,Mage,General,Common,"<b>Secret:</b> After your opponent plays a minion, add two copies of it to_your hand.",Spell,,0,0,0,0
,ICC_079,Knights of the Frozen Throne,3.0,,Neutral,,,Gnash,Druid,General,Common,Give your hero +3_Attack this turn. Gain 3 Armor.,Spell,,0,0,0,0
3.0,ICC_700,Knights of the Frozen Throne,3.0,,Neutral,3.0,,Happy Ghoul,Neutral,General,Rare,Costs (0) if your hero was healed this turn.,Minion,,1,0,1,0
3.0,ICC_218,Knights of the Frozen Throne,3.0,,Neutral,6.0,,Howlfiend,Warlock,Demon,Common,"Whenever this minion takes damage, discard a_random card.",Minion,,1,0,1,0
2.0,ICC_801,Knights of the Frozen Throne,3.0,,Neutral,2.0,"[{'name': 'Battlecry'}, {'name': 'Divine Shield'}]",Howling Commander,Paladin,General,Rare,<b>Battlecry:</b> Draw a <b>Divine_Shield</b> minion from your deck.,Minion,,1,0,1,0
4.0,ICC_855,Knights of the Frozen Throne,3.0,,Neutral,4.0,"[{'name': 'Battlecry'}, {'name': 'Freeze'}]",Hyldnir Frostrider,Neutral,General,Common,<b>Battlecry:</b> <b>Freeze</b> your other minions.,Minion,,1,0,1,0
1.0,ICC_236,Knights of the Frozen Throne,3.0,3.0,Neutral,,[{'name': 'Freeze'}],Ice Breaker,Shaman,General,Rare,Destroy any <b>Frozen</b> minion damaged by_this.,Weapon,,1,1,0,0
2.0,ICC_902,Knights of the Frozen Throne,3.0,,Neutral,5.0,,Mindbreaker,Neutral,General,Rare,Hero Powers are disabled.,Minion,,1,0,1,0
4.0,ICC_062,Knights of the Frozen Throne,3.0,,Neutral,3.0,[{'name': 'Deathrattle'}],Mountainfire Armor,Warrior,General,Rare,"<b>Deathrattle:</b> If it's your opponent's turn,\ngain 6 Armor.",Minion,,1,0,1,0
2.0,ICC_809,Knights of the Frozen Throne,3.0,,Neutral,3.0,"[{'name': 'Poisonous'}, {'name': 'Combo'}]",Plague Scientist,Rogue,General,Common,<b>Combo:</b> Give a friendly minion <b>Poisonous</b>.,Minion,,1,0,1,0
3.0,ICC_852,Knights of the Frozen Throne,3.0,,Neutral,3.0,[{'name': 'Battlecry'}],Prince Taldaram,Neutral,General,Legendary,"<b>Battlecry:</b> If your deck has_no 3-Cost cards, transform into a 3/3 copy of a minion.",Minion,,1,0,1,0
3.0,ICC_850,Knights of the Frozen Throne,3.0,2.0,Neutral,,[{'name': 'Battlecry'}],Shadowblade,Rogue,General,Rare,<b>Battlecry:</b> Your hero is <b>Immune</b> this turn.,Weapon,,1,1,0,0
3.0,ICC_702,Knights of the Frozen Throne,3.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Shallow Gravedigger,Neutral,General,Rare,<b>Deathrattle:</b> Add a random <b>Deathrattle</b> minion to your_hand.,Minion,,1,0,1,0
,ICC_823,Knights of the Frozen Throne,3.0,,Neutral,,,Simulacrum,Mage,General,Epic,Copy the lowest Cost minion in your hand.,Spell,,0,0,0,0
2.0,ICC_415,Knights of the Frozen Throne,3.0,,Neutral,2.0,"[{'name': 'Battlecry'}, {'name': 'Discover'}]",Stitched Tracker,Hunter,General,Common,<b>Battlecry:</b> <b>Discover</b> a copy of a minion in your deck.,Minion,,1,0,1,0
,ICC_206,Knights of the Frozen Throne,3.0,,Neutral,,,Treachery,Warlock,General,Epic,Choose a friendly minion and give it to_your opponent.,Spell,,0,0,0,0
,ICC_469,Knights of the Frozen Throne,3.0,,Neutral,,,Unwilling Sacrifice,Warlock,General,Rare,Choose a friendly minion. Destroy it and a random enemy minion.,Spell,,0,0,0,0
1.0,ICC_408,Knights of the Frozen Throne,3.0,,Neutral,4.0,,Val'kyr Soulclaimer,Warrior,General,Rare,"[x]After this minion\nsurvives damage,\nsummon a 2/2 Ghoul.",Minion,,1,0,1,0
3.0,ICC_067,Knights of the Frozen Throne,3.0,,Neutral,1.0,[{'name': 'Deathrattle'}],Vryghoul,Neutral,General,Common,"[x]<b>Deathrattle:</b> If it's your\nopponent's turn,\nsummon a 2/2 Ghoul.",Minion,,1,0,1,0
2.0,ICC_854,Knights of the Frozen Throne,4.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Arfus,Neutral,Beast,Legendary,<b>Deathrattle:</b> Add a random <b>Death Knight</b> card to your_hand.,Minion,,1,0,1,0
5.0,ICC_034,Knights of the Frozen Throne,4.0,,Neutral,2.0,[{'name': 'Deathrattle'}],Arrogant Crusader,Paladin,General,Rare,"<b>Deathrattle:</b> If it's your opponent's turn, summon a 2/2 Ghoul.",Minion,,1,0,1,0
,ICC_078,Knights of the Frozen Throne,4.0,,Neutral,,[{'name': 'Freeze'}],Avalanche,Shaman,General,Rare,<b>Freeze</b> a minion and deal $3 damage to adjacent ones.,Spell,,0,0,0,0
2.0,ICC_064,Knights of the Frozen Throne,4.0,2.0,Neutral,,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",Blood Razor,Warrior,General,Common,<b>Battlecry and Deathrattle:</b>\nDeal 1 damage to all_minions.,Weapon,,1,1,0,0
